-11.443	-59.892
-6.626	-57.360
-27.945	-58.070
-25.129	-62.204
-11.379	-43.565
-5.790	-56.270
-10.982	-71.945
-23.744	-60.865
-9.032	-56.988
-4.839	-48.517
10.144	-45.829
11.372	-46.573
16.910	-31.276
17.272	-41.213
10.803	-43.061
23.265	-37.782
22.779	-27.847
21.472	-39.778
14.594	-50.112
7.796	-48.515
9.334	-42.137
30.081	-44.038
23.832	-49.660
21.117	-39.933
16.096	-56.425
11.430	-52.382
13.040	-69.524
-6.900	-73.008
5.300	-76.454
9.175	-63.883
-1.334	-53.929
7.635	-54.000
17.717	-47.864
5.129	-63.197
14.415	-50.283
16.447	-41.205
16.884	-39.747
26.909	-36.172
8.979	-40.072
17.126	-46.257
10.019	-55.333
11.419	-55.020
2.879	-64.300
-11.693	-77.539
-9.703	-69.539
-28.007	-74.606
-8.266	-66.323
-9.104	-67.549
-10.864	-74.494
-28.702	-75.669
-22.350	-73.236
-19.090	-70.349
-12.440	-56.890
-10.710	-54.645
-1.574	-54.706
7.575	-60.339
12.216	-63.714
-12.326	-66.944
3.465	-61.634
13.698	-65.472
4.413	-55.715
5.080	-61.011
-0.955	-84.471
-4.206	-83.700
1.666	-65.789
14.092	-60.303
14.719	-52.743
11.453	-52.678
4.337	-54.281
3.398	-56.343
-7.808	-71.782
1.578	-69.488
-3.652	-63.281
14.571	-55.095
0.376	-65.893
6.737	-60.819
-13.370	-54.854
-15.180	-57.883
-6.423	-64.237
-8.568	-73.284
-10.700	-85.317
-6.324	-80.294
-17.365	-89.461
-9.229	-80.649
-7.420	-69.284
-6.050	-69.895
-11.552	-76.835
-12.889	-73.287
-0.849	-72.333
5.331	-60.230
-6.308	-60.019
-2.198	-49.206
-4.896	-45.003
-9.955	-67.804
-24.524	-71.242
-36.463	-83.923
-25.801	-76.385
-14.977	-72.955
-12.189	-73.161
-21.998	-77.767
0.248	-76.979
10.477	-66.172
2.765	-62.366
6.766	-53.863
-2.698	-53.637
-2.209	-62.896
3.574	-56.576
-6.814	-71.889
2.821	-61.706
4.719	-68.648
-2.629	-84.694
5.077	-61.557
4.647	-71.427
-9.536	-74.092
-2.550	-64.785
-0.293	-72.519
-3.684	-80.885
-11.190	-84.489
-12.926	-91.046
6.374	-78.830
6.854	-78.953
0.534	-76.112
3.704	-87.615
-9.086	-109.247
-16.082	-104.608
-9.880	-104.450
-8.840	-90.112
-9.209	-95.568
-13.695	-96.801
-14.269	-95.444
-9.395	-88.747
5.482	-92.140
6.271	-84.006
5.218	-95.335
-6.485	-91.553
-9.979	-81.281
-16.957	-94.130
-11.259	-93.577
-9.770	-102.044
-8.089	-103.822
6.994	-88.718
7.059	-78.287
10.774	-81.058
6.415	-85.072
-8.854	-88.462
-3.600	-105.743
-5.624	-88.889
-7.763	-82.680
10.855	-71.681
12.592	-84.706
5.230	-78.125
15.126	-67.273
21.653	-69.664
17.901	-72.918
14.088	-77.395
16.826	-75.797
24.129	-69.201
16.972	-47.007
26.100	-49.759
12.986	-48.097
14.589	-51.265
21.003	-31.134
18.279	-35.228
23.374	-51.993
40.033	-41.547
41.402	-56.154
32.371	-62.580
23.117	-58.340
30.487	-69.618
33.999	-70.437
26.846	-62.854
1.387	-71.592
5.846	-70.016
2.052	-69.458
12.286	-76.073
7.366	-80.751
-2.655	-73.830
-2.626	-80.261
4.136	-72.485
8.066	-85.208
13.107	-81.884
7.743	-76.850
9.606	-76.265
6.951	-83.746
10.794	-87.717
21.816	-74.431
3.575	-82.327
-13.138	-98.629
-16.010	-105.320
-25.943	-113.205
-20.186	-110.804
-5.968	-95.616
-9.502	-80.779
-11.226	-88.188
-14.525	-88.963
-12.256	-81.524
-5.637	-75.707
-10.766	-72.664
-9.109	-75.844
-5.775	-79.180
3.359	-76.380
-2.236	-69.390
4.456	-67.087
3.505	-77.128
-4.242	-86.111
-6.136	-87.637
-4.366	-91.402
-1.727	-108.906
-15.562	-112.640
-2.621	-91.548
0.264	-93.177
2.247	-90.711
-5.967	-85.736
-23.004	-89.533
-12.215	-88.494
-18.801	-85.269
-10.292	-79.437
-6.477	-73.740
1.744	-80.536
7.431	-76.758
8.484	-77.566
5.600	-68.440
10.639	-76.670
7.481	-95.555
11.105	-86.575
14.047	-88.064
0.411	-88.751
2.891	-93.543
18.034	-76.788
9.429	-77.131
9.627	-64.083
-7.950	-83.362
4.243	-79.050
-6.211	-85.239
18.564	-67.780
19.565	-57.834
26.247	-62.260
20.941	-70.311
20.974	-67.065
35.769	-37.640
37.882	-42.599
39.019	-52.548
27.641	-69.714
11.724	-67.857
13.472	-70.405
13.550	-79.408
19.722	-71.915
14.571	-88.386
14.163	-90.897
-2.544	-81.891
11.616	-67.615
9.999	-68.930
7.481	-74.041
6.959	-71.762
17.030	-70.318
10.986	-68.906
16.287	-69.618
7.725	-76.605
7.912	-79.587
28.054	-74.061
23.101	-78.885
11.240	-82.327
1.319	-75.571
4.537	-77.410
12.407	-76.838
10.167	-69.431
13.107	-67.462
10.888	-73.795
17.585	-64.792
26.915	-77.475
17.231	-89.323
13.158	-69.818
11.939	-62.116
2.134	-59.795
15.522	-73.675
15.825	-70.403
25.947	-50.199
26.282	-49.395
36.238	-54.402
23.774	-50.491
19.846	-51.086
21.331	-65.346
0.876	-69.606
14.133	-65.346
12.058	-63.665
8.339	-71.552
9.685	-60.760
1.773	-67.978
5.144	-77.038
2.569	-80.086
0.197	-70.528
7.897	-62.934
18.425	-50.103
7.301	-55.927
-7.675	-62.709
-3.940	-51.742
-6.938	-53.234
2.117	-57.132
0.088	-53.593
-7.071	-67.726
-11.220	-64.945
6.953	-65.875
0.835	-75.895
-0.421	-78.871
0.439	-67.179
11.767	-76.913
-1.275	-75.611
6.706	-71.398
-7.458	-93.480
-5.616	-101.040
-18.756	-102.053
-10.426	-104.144
-14.872	-105.821
-12.894	-96.244
-5.077	-85.496
-10.953	-79.933
-3.069	-83.950
-12.932	-76.789
-8.205	-74.880
-20.406	-77.177
-29.432	-80.490
-13.363	-87.704
-20.447	-91.641
-24.682	-109.329
-35.507	-108.901
-30.109	-110.159
-36.902	-119.535
-21.857	-111.361
-12.498	-119.025
-1.533	-112.847
-10.303	-122.668
-8.776	-116.597
-20.010	-122.007
-11.399	-121.382
-11.048	-121.549
-5.544	-124.418
-5.283	-104.848
-2.649	-110.670
0.050	-97.279
2.057	-98.743
0.426	-101.294
10.633	-104.313
4.637	-111.248
8.028	-99.866
-9.085	-105.409
-17.470	-102.934
-4.498	-79.781
-2.004	-80.526
4.951	-65.795
12.118	-60.114
12.339	-58.846
13.828	-65.419
2.593	-77.701
15.296	-72.356
4.392	-70.189
1.826	-68.347
4.212	-62.938
4.529	-60.525
15.916	-62.389
8.568	-50.432
27.028	-54.335
38.395	-49.726
35.227	-31.601
30.781	-40.771
17.321	-34.877
11.982	-46.291
3.877	-53.577
-2.681	-64.447
-9.076	-69.661
-5.476	-92.851
-18.107	-92.006
-30.544	-98.626
-7.496	-72.973
-7.361	-74.847
-11.425	-93.076
-15.147	-97.336
-28.677	-109.848
-32.253	-113.162
-42.799	-102.093
-30.767	-94.337
-47.104	-86.946
